date,family,unit_sales,promo_count,transactions,oil_price,is_holiday,holiday_count,day_of_week,month,week_of_year,day_of_month,quarter,dow_sin,dow_cos,month_sin,month_cos,time_index,lag_1,lag_7,lag_14,lag_28,lag_56,target,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_7,rolling_std_14,promo_lag_1,promo_lag_7,lag_diff_1
2013-08-27,GROCERY I,136873.0,0,73568,109.11,0.0,0.0,1,8,35,27,3,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,238,152035.0,151836.0,138901.0,138611.0,173436.0,-15162.0,155074.85714285713,157719.2142857143,164733.60714285713,20932.27466878648,22906.641419125503,0.0,0.0,199.0
2013-08-28,GROCERY I,136123.0,0,74979,110.17,0.0,0.0,2,8,35,28,3,0.9749279121818236,-0.2225209339563143,-0.8660254037844384,-0.5000000000000004,239,136873.0,148460.0,145002.0,159494.0,165998.0,-750.0,152937.2857142857,157574.35714285713,164671.5357142857,22052.186828175527,23040.81756898512,0.0,0.0,-11587.0
2013-08-29,GROCERY I,123874.0,0,71897,108.51,0.0,0.0,3,8,35,29,3,0.4338837391175582,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,240,136123.0,131654.0,136350.0,177339.0,141496.0,-12249.0,151174.85714285713,156940.14285714287,163836.85714285713,22944.5879561213,23530.497290691783,0.0,0.0,4469.0
2013-08-30,GROCERY I,143644.0,0,77749,107.98,0.0,0.0,4,8,35,30,3,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,241,123874.0,135880.0,150442.0,167221.0,145819.0,19770.0,150063.42857142858,156049.0,161927.39285714287,24201.758619689404,24582.97387342588,0.0,0.0,-12006.0
2013-08-31,GROCERY I,222660.0,0,96400,108.095,0.0,0.0,5,8,35,31,3,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,242,143644.0,175486.0,189804.0,226060.0,204807.0,79016.0,151172.57142857142,155563.42857142858,161085.35714285713,23614.18625076271,24768.681402480503,0.0,0.0,-31842.0
2013-09-01,GROCERY I,281386.0,0,95871,108.21,0.0,0.0,6,9,35,1,3,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,243,222660.0,190173.0,203410.0,229233.0,220156.0,58726.0,157911.7142857143,157910.2857142857,160963.92857142858,35466.35979682848,29388.332780278575,0.0,0.0,32487.0
2013-09-02,GROCERY I,202893.0,0,84388,108.325,0.0,0.0,0,9,36,2,3,0.0,1.0,-1.0,-1.8369701987210294e-16,244,281386.0,152035.0,158636.0,184445.0,162422.0,-78493.0,170942.14285714287,163480.0,162826.5357142857,58543.06144320482,42939.57052918402,0.0,0.0,129351.0
2013-09-03,GROCERY I,174844.0,0,79834,108.67,0.0,0.0,1,9,36,3,3,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210294e-16,245,202893.0,136873.0,151836.0,160962.0,137158.0,-28049.0,178207.57142857142,166641.2142857143,163485.39285714287,58959.890764420335,44167.07936596872,0.0,0.0,66020.0
2013-09-04,GROCERY I,171256.0,0,80360,107.29,0.0,0.0,2,9,36,4,3,0.9749279121818236,-0.2225209339563143,-1.0,-1.8369701987210294e-16,246,174844.0,136123.0,148460.0,155984.0,136937.0,-3588.0,183632.0,168284.64285714287,163981.17857142858,56205.58713923968,44001.55680393967,0.0,0.0,38721.0
2013-09-05,GROCERY I,141539.0,0,74704,108.5,0.0,0.0,3,9,36,5,3,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,247,171256.0,123874.0,131654.0,135759.0,119535.0,-29717.0,188651.0,169912.92857142858,164526.60714285713,52716.436276238026,43631.74136841961,0.0,0.0,47382.0
2013-09-06,GROCERY I,135338.0,0,74579,110.62,0.0,0.0,4,9,36,6,3,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,248,141539.0,143644.0,135880.0,136376.0,126853.0,-6201.0,191174.57142857145,170619.0,164733.0357142857,49418.34653870003,43040.9731481348,0.0,0.0,-2105.0
2013-09-07,GROCERY I,217721.0,0,95846,110.28666666666668,0.0,0.0,5,9,36,7,3,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,249,135338.0,222660.0,175486.0,188444.0,181261.0,82383.0,189988.0,170580.2857142857,164695.9642857143,50829.370895838016,43074.85404310924,0.0,0.0,-87322.0
2013-09-08,GROCERY I,242912.0,0,94015,109.95333333333332,0.0,0.0,6,9,36,8,3,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,250,217721.0,281386.0,190173.0,188859.0,190910.0,25191.0,189282.42857142855,173597.07142857142,165741.57142857142,50332.10466775368,44885.775223962024,0.0,0.0,-63665.0
2013-09-09,GROCERY I,167227.0,0,77169,109.62,0.0,0.0,0,9,37,9,3,0.0,1.0,-1.0,-1.8369701987210294e-16,251,242912.0,202893.0,152035.0,155685.0,155243.0,-75685.0,183786.14285714287,177364.14285714287,167672.0357142857,39542.22116265332,48455.096550005226,0.0,0.0,40019.0
2013-09-10,GROCERY I,132116.0,0,72483,107.48,0.0,0.0,1,9,37,10,3,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210294e-16,252,167227.0,174844.0,136873.0,138901.0,148885.0,-35111.0,178691.0,178449.2857142857,168084.25,38963.51580645665,48012.3090458279,0.0,0.0,-7617.0
2013-09-11,GROCERY I,135840.0,0,74287,107.65,0.0,0.0,2,9,37,11,3,0.9749279121818236,-0.2225209339563143,-1.0,-1.8369701987210294e-16,253,132116.0,171256.0,136123.0,145002.0,141149.0,3724.0,172587.0,178109.5,167841.92857142858,42822.41019217232,48344.86141614383,0.0,0.0,-39140.0
2013-09-12,GROCERY I,117198.0,0,68478,108.72,0.0,0.0,3,9,37,12,3,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,254,135840.0,141539.0,123874.0,136350.0,123744.0,-18642.0,167527.57142857142,178089.2857142857,167514.7142857143,45040.60873943696,48363.8229837592,0.0,0.0,-5699.0
2013-09-13,GROCERY I,126928.0,0,73019,108.31,0.0,0.0,4,9,37,13,3,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,255,117198.0,135338.0,143644.0,150442.0,128487.0,9730.0,164050.2857142857,177612.42857142858,166830.7142857143,48209.53902398113,48968.62404361872,0.0,0.0,-18140.0
2013-09-14,GROCERY I,195744.0,0,92336,107.72,0.0,0.0,5,9,37,14,3,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,256,126928.0,217721.0,222660.0,189804.0,184001.0,68816.0,162848.85714285713,176418.42857142858,165990.92857142858,49140.14422861945,50052.38646844736,0.0,0.0,-90793.0
2013-09-15,GROCERY I,227439.0,0,90410,107.13,0.0,0.0,6,9,37,15,3,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,257,195744.0,242912.0,281386.0,203410.0,191093.0,31695.0,159709.2857142857,174495.85714285713,166203.07142857142,45626.49568220304,48636.47328411552,0.0,0.0,-47168.0
2013-09-16,GROCERY I,160807.0,0,77189,106.54,0.0,0.0,0,9,38,16,3,0.0,1.0,-1.0,-1.8369701987210294e-16,258,227439.0,167227.0,202893.0,158636.0,151645.0,-66632.0,157498.85714285713,170642.5,167061.25,41071.24545805969,41063.910426309856,0.0,0.0,60212.0
2013-09-17,GROCERY I,138036.0,0,72907,105.36,0.0,0.0,1,9,38,17,3,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210294e-16,259,160807.0,132116.0,174844.0,151836.0,138908.0,-22771.0,156581.7142857143,167636.35714285713,167138.7857142857,40889.08209907335,40049.30364823827,0.0,0.0,28691.0
2013-09-18,GROCERY I,134113.0,0,72512,108.23,0.0,0.0,2,9,38,18,3,0.9749279121818236,-0.2225209339563143,-1.0,-1.8369701987210294e-16,260,138036.0,135840.0,171256.0,148460.0,133100.0,-3923.0,157427.42857142858,165007.2142857143,166645.92857142858,40356.46979051041,40741.93165274203,0.0,0.0,2196.0
2013-09-19,GROCERY I,116532.0,0,67209,106.26,0.0,0.0,3,9,38,19,3,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,261,134113.0,117198.0,141539.0,131654.0,125871.0,-17581.0,157180.7142857143,162354.14285714287,166133.5357142857,40515.403152028826,41505.90973094562,0.0,0.0,16915.0
2013-09-20,GROCERY I,131968.0,0,74285,104.7,0.0,0.0,4,9,38,20,3,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,262,116532.0,126928.0,135338.0,135880.0,129625.0,15436.0,157085.57142857142,160567.92857142858,165593.4642857143,40625.57593789548,42982.42735470157,0.0,0.0,-10396.0
2013-09-21,GROCERY I,189253.0,0,91544,104.34,0.0,0.0,5,9,38,21,3,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,263,131968.0,195744.0,217721.0,175486.0,175141.0,57285.0,157805.57142857142,160327.2142857143,165453.75,40042.4961795055,43143.72510606232,0.0,0.0,-63776.0
2013-09-22,GROCERY I,209907.0,0,87513,103.98,0.0,0.0,6,9,38,22,3,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,264,189253.0,227439.0,242912.0,190173.0,186782.0,20654.0,156878.2857142857,158293.7857142857,165945.42857142858,39081.12586110368,40839.950279067474,0.0,0.0,-38186.0
2013-09-23,GROCERY I,150952.0,0,75213,103.62,0.0,0.0,0,9,39,23,3,0.0,1.0,-1.0,-1.8369701987210294e-16,265,209907.0,160807.0,167227.0,152035.0,144950.0,-58955.0,154373.7142857143,155936.2857142857,166650.2142857143,34042.4401383248,36277.342385123426,0.0,0.0,49100.0
2013-09-24,GROCERY I,126860.0,0,70348,103.22,0.0,0.0,1,9,39,24,3,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210294e-16,266,150952.0,138036.0,132116.0,136873.0,138611.0,-24092.0,152965.85714285713,154773.7857142857,166611.5357142857,33935.65704598712,36148.237114540054,0.0,0.0,12916.0
2013-09-25,GROCERY I,127884.0,0,71613,102.68,0.0,0.0,2,9,39,25,3,0.9749279121818236,-0.2225209339563143,-1.0,-1.8369701987210294e-16,267,126860.0,134113.0,135840.0,136123.0,159494.0,1024.0,151369.2857142857,154398.35714285713,166253.92857142858,35001.29706031992,36427.87028046424,0.0,0.0,-7253.0
2013-09-26,GROCERY I,109111.0,0,66914,103.1,0.0,0.0,3,9,39,26,3,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,268,127884.0,116532.0,117198.0,123874.0,177339.0,-18773.0,150479.42857142858,153830.07142857142,165959.67857142858,35587.40672324569,36799.815807365725,0.0,0.0,11352.0
2013-09-27,GROCERY I,125237.0,0,72409,102.86,0.0,0.0,4,9,39,27,3,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,269,109111.0,131968.0,126928.0,143644.0,167221.0,16126.0,149419.2857142857,153252.42857142858,165432.42857142858,36855.195833216785,37476.30950083263,0.0,0.0,-22857.0
2013-09-28,GROCERY I,200897.0,0,91304,102.69333333333331,1.0,1.0,5,9,39,28,3,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,270,125237.0,189253.0,195744.0,222660.0,226060.0,75660.0,148457.7142857143,153131.64285714287,164775.0357142857,37469.089463691176,37570.286448012535,0.0,0.0,-64016.0
2013-09-29,GROCERY I,223989.0,0,87268,102.52666666666669,0.0,0.0,6,9,39,29,3,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,271,200897.0,209907.0,227439.0,281386.0,229233.0,23092.0,150121.14285714287,153499.7142857143,163997.7857142857,39769.8595648705,38042.14585759523,0.0,0.0,-9010.0
2013-09-30,GROCERY I,163667.0,0,74455,102.36,0.0,0.0,0,9,40,30,3,0.0,1.0,-1.0,-1.8369701987210294e-16,272,223989.0,150952.0,160807.0,202893.0,184445.0,-60322.0,152132.85714285713,153253.2857142857,161947.89285714287,43481.09363630958,37534.12237178032,0.0,0.0,73037.0
2013-10-01,GROCERY I,195094.0,0,80690,102.09,0.0,0.0,1,10,40,1,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,273,163667.0,126860.0,138036.0,174844.0,160962.0,31427.0,153949.2857142857,153457.57142857142,160546.9642857143,43688.63155221001,37586.14417106856,0.0,0.0,36807.0
2013-10-02,GROCERY I,183250.0,0,80520,104.15,0.0,0.0,2,10,40,2,4,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,274,195094.0,127884.0,134113.0,171256.0,155984.0,-11844.0,163697.0,157533.14285714287,161270.17857142858,44245.73753105111,38857.29354536069,0.0,0.0,67210.0
2013-10-03,GROCERY I,147603.0,0,73793,103.29,0.0,0.0,3,10,40,3,4,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,275,183250.0,109111.0,116532.0,141539.0,135759.0,-35647.0,171606.42857142858,161042.92857142858,161698.5357142857,41649.22399379984,38798.24907917739,0.0,0.0,74139.0
2013-10-04,GROCERY I,154158.0,0,78169,103.83,0.0,0.0,4,10,40,4,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,276,147603.0,125237.0,131968.0,135338.0,136376.0,6555.0,177105.2857142857,163262.2857142857,161915.10714285713,33829.89589457959,36898.41041276724,0.0,0.0,22366.0
2013-10-05,GROCERY I,230613.0,0,97345,103.57666666666668,0.0,0.0,5,10,40,5,4,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,277,154158.0,200897.0,189253.0,217721.0,188444.0,76455.0,181236.85714285713,164847.2857142857,162587.25,27639.165504941026,35914.20281818786,0.0,0.0,-46739.0
2013-10-06,GROCERY I,239430.0,0,91143,103.32333333333332,0.0,0.0,6,10,40,6,4,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,278,230613.0,223989.0,209907.0,242912.0,188859.0,8817.0,185482.0,167801.57142857142,163047.67857142858,32936.490452586644,39589.325058296046,0.0,0.0,6624.0
2013-10-07,GROCERY I,163390.0,0,77290,103.07,1.0,1.0,0,10,41,7,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,279,239430.0,163667.0,150952.0,167227.0,155685.0,-76040.0,187687.85714285713,169910.35714285713,162923.32142857142,36291.43938281022,42671.01118775735,0.0,0.0,75763.0
2013-10-08,GROCERY I,139930.0,0,73728,103.54,0.0,0.0,1,10,41,8,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,280,163390.0,195094.0,126860.0,132116.0,138901.0,-23460.0,187648.2857142857,170798.7857142857,162786.2857142857,36322.13456793841,42374.37816413005,0.0,0.0,-31704.0
2013-10-09,GROCERY I,135876.0,0,73206,101.63,1.0,1.0,2,10,41,9,4,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,281,139930.0,183250.0,127884.0,135840.0,145002.0,-4054.0,179767.7142857143,171732.35714285713,163065.35714285713,40213.30013280962,41466.11803649435,0.0,0.0,-43320.0
2013-10-10,GROCERY I,124548.0,0,71249,103.08,0.0,0.0,3,10,41,10,4,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,282,135876.0,147603.0,109111.0,117198.0,136350.0,-11328.0,173000.0,172303.2142857143,163066.64285714287,43390.47441163399,40866.71009170886,0.0,0.0,-11727.0
2013-10-11,GROCERY I,157738.0,0,80838,102.17,1.0,1.0,4,10,41,11,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,283,124548.0,154158.0,125237.0,126928.0,150442.0,33190.0,169706.42857142858,173405.85714285713,163329.14285714287,46409.50876654889,39205.010438928366,0.0,0.0,-29610.0
2013-10-12,GROCERY I,180792.0,0,85003,102.26666666666668,0.0,0.0,5,10,41,12,4,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,284,157738.0,230613.0,200897.0,195744.0,189804.0,23054.0,170217.85714285713,175727.35714285713,164429.5,46228.98398345841,37035.55344137292,0.0,0.0,-72875.0
2013-10-13,GROCERY I,210418.0,0,83357,102.36333333333332,0.0,0.0,6,10,41,13,4,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,285,180792.0,239430.0,223989.0,227439.0,203410.0,29626.0,163100.57142857142,174291.2857142857,163895.5,38584.02667277888,36368.29379138787,0.0,0.0,-58638.0
2013-10-14,GROCERY I,149882.0,0,72589,102.46,0.0,0.0,0,10,42,14,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,286,210418.0,163390.0,163667.0,160807.0,158636.0,-60536.0,158956.0,173321.92857142858,163287.60714285713,29509.540152296468,35100.52360657947,0.0,0.0,47028.0
2013-10-15,GROCERY I,131444.0,0,71021,101.15,0.0,0.0,1,10,42,15,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,287,149882.0,139930.0,195094.0,138036.0,151836.0,-18438.0,157026.2857142857,172337.2857142857,162897.42857142858,29612.74584653416,35582.24184451167,0.0,0.0,9952.0
2013-10-16,GROCERY I,156212.0,0,73902,102.34,0.0,0.0,2,10,42,16,4,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,288,131444.0,135876.0,183250.0,134113.0,148460.0,24768.0,155814.0,167790.85714285713,162662.0,30586.95582542768,36505.27858955603,0.0,0.0,-4432.0
2013-10-17,GROCERY I,137936.0,0,70806,100.72,0.0,0.0,3,10,42,17,4,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,289,156212.0,124548.0,147603.0,116532.0,131654.0,-18276.0,158719.14285714287,165859.57142857142,163451.25,29317.02228756395,36339.34768838843,0.0,0.0,31664.0
2013-10-18,GROCERY I,129684.0,0,71837,100.87,0.0,0.0,4,10,42,18,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,290,137936.0,157738.0,154158.0,131968.0,135880.0,-8252.0,160631.7142857143,165169.07142857142,164215.67857142858,27066.56391019664,36801.83403971618,0.0,0.0,-19802.0
2013-10-19,GROCERY I,206716.0,0,93205,100.34,0.0,0.0,5,10,42,19,4,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,291,129684.0,180792.0,230613.0,189253.0,175486.0,77032.0,156624.0,163420.92857142858,164134.10714285713,29531.19342886993,37929.12155478402,0.0,0.0,-51108.0
2013-10-20,GROCERY I,232408.0,0,91210,99.81,0.0,0.0,6,10,42,20,4,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,292,206716.0,210418.0,239430.0,209907.0,190173.0,25692.0,160327.42857142858,161714.0,164757.7857142857,34306.60011745618,35105.26552658884,0.0,0.0,-3702.0
2013-10-21,GROCERY I,152863.0,0,74337,99.28,0.0,0.0,0,10,43,21,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,293,232408.0,149882.0,163390.0,150952.0,152035.0,-79545.0,163468.85714285713,161212.42857142858,165561.39285714287,40164.49569552925,33940.30803702806,0.0,0.0,82526.0
2013-10-22,GROCERY I,132607.0,0,69581,97.63,0.0,0.0,1,10,43,22,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,294,152863.0,131444.0,139930.0,126860.0,136873.0,-20256.0,163894.7142857143,160460.5,165629.64285714287,40011.94056242993,34004.90260298448,0.0,0.0,21419.0
2013-10-23,GROCERY I,139082.0,0,71321,96.9,0.0,0.0,2,10,43,23,4,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,295,132607.0,156212.0,135876.0,127884.0,136123.0,6475.0,164060.85714285713,159937.42857142858,165834.89285714287,39856.85074709475,34399.0382171324,0.0,0.0,-23605.0
2013-10-24,GROCERY I,116862.0,0,67609,96.65,0.0,0.0,3,10,43,24,4,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,296,139082.0,137936.0,124548.0,109111.0,123874.0,-22220.0,161613.7142857143,160166.42857142858,166234.82142857142,40930.49087055711,34236.82472631858,0.0,0.0,1146.0
2013-10-25,GROCERY I,125357.0,0,72010,97.4,0.0,0.0,4,10,43,25,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,297,116862.0,129684.0,157738.0,125237.0,143644.0,8495.0,158603.14285714287,159617.42857142858,166511.64285714287,43647.19825459805,34906.97929049165,0.0,0.0,-12822.0
2013-10-26,GROCERY I,189224.0,0,89451,97.84666666666666,0.0,0.0,5,10,43,26,4,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,298,125357.0,206716.0,180792.0,200897.0,222660.0,63867.0,157985.0,157304.5,166515.92857142858,44152.73109710576,36093.69582233696,0.0,0.0,-81359.0
2013-10-27,GROCERY I,221444.0,0,86852,98.29333333333334,0.0,0.0,6,10,43,27,4,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,299,189224.0,232408.0,210418.0,223989.0,281386.0,32220.0,155486.14285714287,157906.7857142857,166099.0357142857,41340.530416805894,36582.81097661235,0.0,0.0,-43184.0
2013-10-28,GROCERY I,150498.0,0,73374,98.74,0.0,0.0,0,10,44,28,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,300,221444.0,152863.0,149882.0,163667.0,202893.0,-70946.0,153919.85714285713,158694.35714285713,166008.14285714287,38014.319203113264,37895.39547553571,0.0,0.0,68581.0
2013-10-29,GROCERY I,129183.0,0,69205,98.29,0.0,0.0,1,10,44,29,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,301,150498.0,132607.0,131444.0,195094.0,174844.0,-21315.0,153582.0,158738.35714285713,165537.82142857142,38035.78121102982,37884.732570516586,0.0,0.0,17891.0
2013-10-30,GROCERY I,136866.0,0,72246,96.81,0.0,0.0,2,10,44,30,4,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,302,129183.0,139082.0,156212.0,183250.0,171256.0,7683.0,153092.85714285713,158576.85714285713,163183.85714285713,38371.0169808262,38014.633374444194,0.0,0.0,-9899.0
2013-10-31,GROCERY I,129270.0,0,71553,96.29,0.0,0.0,3,10,44,31,4,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,303,136866.0,116862.0,137936.0,147603.0,141539.0,-7596.0,152776.2857142857,157195.0,161527.2857142857,38514.748078773984,38456.2647872179,0.0,0.0,20004.0
2013-11-01,GROCERY I,173174.0,0,79385,94.56,0.0,0.0,4,11,44,1,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,304,129270.0,125357.0,129684.0,154158.0,135338.0,43904.0,154548.85714285713,156576.0,160872.5357142857,36835.28743125067,38857.75658435817,0.0,0.0,3913.0
2013-11-02,GROCERY I,234523.0,0,93949,94.56666666666666,1.0,1.0,5,11,44,2,4,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,305,173174.0,189224.0,206716.0,230613.0,217721.0,61349.0,161379.85714285713,159682.42857142858,161551.67857142858,34902.54025343792,38276.5680173499,0.0,0.0,-16050.0
2013-11-03,GROCERY I,265131.0,0,91085,94.57333333333334,1.0,1.0,6,11,44,3,4,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,306,234523.0,221444.0,232408.0,239430.0,242912.0,30608.0,167851.14285714287,161668.64285714287,161691.32142857142,43951.875539915105,41491.39595628349,0.0,0.0,13079.0
2013-11-04,GROCERY I,189845.0,0,79630,94.58,0.0,0.0,0,11,45,4,4,0.0,1.0,-0.5000000000000004,0.8660254037844384,307,265131.0,150498.0,152863.0,163390.0,167227.0,-75286.0,174092.14285714287,164006.0,162609.2142857143,54633.8263393311,46412.767273671576,0.0,0.0,114633.0
2013-11-05,GROCERY I,163730.0,0,76352,93.4,0.0,0.0,1,11,45,5,4,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,308,189845.0,129183.0,132607.0,139930.0,132116.0,-26115.0,179713.14285714287,166647.57142857142,163554.0357142857,53819.80634001008,46780.73357157307,0.0,0.0,60662.0
2013-11-06,GROCERY I,159801.0,0,76148,94.74,1.0,1.0,2,11,45,6,4,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,309,163730.0,136866.0,139082.0,135876.0,135840.0,-3929.0,184648.42857142855,168870.64285714287,164404.0357142857,49851.60567409753,45767.17374445295,0.0,0.0,26864.0
2013-11-07,GROCERY I,144997.0,0,70599,94.25,1.0,1.0,3,11,45,7,4,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,310,159801.0,129270.0,116862.0,124548.0,117198.0,-14804.0,187924.85714285713,170350.57142857142,165258.5,46851.15592109609,45059.34295795042,0.0,0.0,30531.0
2013-11-08,GROCERY I,134951.0,0,74646,94.56,0.0,0.0,4,11,45,8,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,311,144997.0,173174.0,125357.0,157738.0,126928.0,-10046.0,190171.57142857145,172360.2142857143,165988.82142857142,43850.61657436963,43073.9186215056,0.0,0.0,-28177.0
2013-11-09,GROCERY I,204292.0,0,91367,94.75,0.0,0.0,5,11,45,9,4,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,312,134951.0,234523.0,189224.0,180792.0,195744.0,69341.0,184711.14285714287,173045.5,165175.0,48457.78155063975,42338.63899878253,0.0,0.0,-99572.0
2013-11-10,GROCERY I,236555.0,0,91689,94.94,1.0,1.0,6,11,45,10,4,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,313,204292.0,265131.0,221444.0,210418.0,227439.0,32263.0,180392.42857142855,174121.7857142857,166014.2857142857,44460.786767131984,42968.38462651448,0.0,0.0,-60839.0
2013-11-11,GROCERY I,148526.0,0,75194,95.13,1.0,1.0,0,11,46,11,4,0.0,1.0,-0.5000000000000004,0.8660254037844384,314,236555.0,189845.0,150498.0,149882.0,160807.0,-88029.0,176310.14285714287,175201.14285714287,166947.75,35864.38090189467,44414.023358631865,0.0,0.0,46710.0
2013-11-12,GROCERY I,173880.0,0,72225,93.12,1.0,1.0,1,11,46,12,4,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,315,148526.0,163730.0,129183.0,131444.0,138036.0,25354.0,170407.42857142858,175060.2857142857,166899.32142857142,36656.95679702616,44501.4358721302,0.0,0.0,-15204.0
2013-11-13,GROCERY I,132467.0,0,71600,93.91,0.0,0.0,2,11,46,13,4,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,316,173880.0,159801.0,136866.0,156212.0,134113.0,-41413.0,171857.42857142858,178252.92857142858,168414.89285714287,36549.3914443507,42515.949498555645,0.0,0.0,14079.0
2013-11-14,GROCERY I,110943.0,0,67268,93.76,0.0,0.0,3,11,46,14,4,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,317,132467.0,144997.0,129270.0,137936.0,116532.0,-21524.0,167952.57142857142,177938.7142857143,167566.85714285713,39401.05987938702,42860.209871392115,0.0,0.0,-12530.0
2013-11-15,GROCERY I,130018.0,0,74804,93.8,0.0,0.0,4,11,46,15,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,318,110943.0,134951.0,173174.0,129684.0,131968.0,19075.0,163087.7142857143,176629.64285714287,166602.82142857142,44482.44269264846,44701.36747453488,0.0,0.0,-24008.0
2013-11-16,GROCERY I,204575.0,0,94069,93.54333333333334,0.0,0.0,5,11,46,16,4,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,319,130018.0,204292.0,234523.0,206716.0,189253.0,74557.0,162383.0,173547.07142857142,166614.75,45038.0972140993,46413.22062394303,0.0,0.0,-74274.0
